github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/ebachelet/pylima,pylima,5,37,2,"['arXiv:1709.08704', 'arXiv:1803.00689', 'arXiv:1807.09354', 'arXiv:1903.11756']",14,3,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'binaries: general' 'gravitational lensing: micro' 'parallaxes'
 'techniques: radial velocities']"
github.com/ebechter/instrumentsimulator,instrumentsimulator,1,5,1,['arXiv:1812.01649'],0,1,['Astrophysics - Instrumentation and Methods for Astrophysics']
github.com/ebellm/pyraf-dbsp,pyraf-dbsp,7,134,7,"['arXiv:1704.08451', 'arXiv:1604.00131', 'arXiv:1612.02019', 'arXiv:1510.00721', 'arXiv:1904.07857', 'arXiv:1612.03366', 'arXiv:1710.05016']",56,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'asteroids: individual: 144977 2005 EC127' 'binaries: close'
 'binaries: general' 'distance scale' 'minor planets'
 'pulsars: individual: PSR J1024─0719'
 'pulsars: individual: PSR J2129─0429' 'stars: abundances'
 'stars: distances' 'stars: individual: PTF1 J082340.04+081936.5'
 'stars: variables: RR Lyrae' 'subdwarfs' 'white dwarfs']"
github.com/eblur/dust,dust,4,6,2,"['arXiv:1602.01100', 'arXiv:1311.5588', 'arXiv:1503.01475']",38,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena' 'ISM: structure'
 'X-rays: ISM' 'X-rays: binaries' 'X-rays: individual: Cygnus X-3'
 'accretion' 'accretion disks' 'dust' 'extinction' 'intergalactic medium'
 'methods: observational' 'quasars: absorption lines' 'quasars: general'
 'scattering']"
github.com/eblur/ismdust,ismdust,2,12,2,"['arXiv:1602.01100', 'arXiv:1902.09577']",21,0,"['Astrophysics - High Energy Astrophysical Phenomena' 'X-rays: ISM'
 'X-rays: binaries' 'accretion' 'accretion disks' 'dust' 'extinction'
 'pulsars: general' 'quasars: absorption lines' 'scattering'
 'stars: low-mass' 'stars: neutron']"
github.com/eelregit/mcfit,mcfit,4,10,3,"['arXiv:1712.05834', 'arXiv:1811.05714', 'arXiv:1711.00018', 'arXiv:1812.02728']",36,0,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'large-scale structure of universe' 'methods: data analysis'
 'methods: numerical']"
github.com/egaburov/fvmhd3d,fvmhd3d,2,5,2,"['arXiv:1201.4873', 'arXiv:1605.03576']",31,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Galaxy: nucleus' 'Hydrodynamics' 'ISM: clouds' 'Methods: numerical'
 'accretion' 'accretion disks' 'magnetic fields'
 'magnetohydrodynamics: MHD' 'methods: numerical']"
github.com/eggplantbren/dnest3,dnest3,3,14,3,"['arXiv:1411.3921', 'arXiv:1703.01303', 'arXiv:1501.05251']",19,2,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Data Analysis' 'Statistics - Computation'
 'Statistics and Probability' 'X-rays: bursts' 'catalogs'
 'globular clusters: individual: M2' 'methods: data analysis'
 'methods: statistical' 'pulsars: individual: SGR J1550─5418'
 'stars: magnetars' 'stars: magnetic field']"
github.com/eggplantbren/dnest4,dnest4,4,10,4,"['arXiv:1606.03757', 'arXiv:1809.08249', 'arXiv:1711.03329', 'arXiv:1701.01467']",38,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'Physics'
 'Physics - Data Analysis' 'Statistics - Computation'
 'Statistics - Methodology' 'Statistics and Probability'
 'galaxies: active' 'galaxies: jets' 'relativistic processes']"
github.com/ekta1224/bayestoolssatdynamics,bayestoolssatdynamics,2,4,1,"['arXiv:1803.01878', 'arXiv:1703.05767']",27,2,"['Astrophysics - Astrophysics of Galaxies'
 'Galaxy: fundamental parameters' 'Local Group' 'galaxies: evolution'
 'galaxies: fundamental parameters' 'galaxies: kinematics and dynamics']"
github.com/eleonorazari/oriondr1,oriondr1,2,5,1,['arXiv:1711.03815'],10,1,"['Associations: stellar' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Parallaxes: trigonometric' 'Photometry: infrared' 'Proper motions'
 'Stars: pre-main sequence' 'stars: distances' 'stars: early-type'
 'stars: formation' 'stars: pre-main sequence']"
github.com/elikrause/cosmolike_forecasts,cosmolike_forecasts,1,2,1,['arXiv:1601.05779'],53,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmological parameters' 'cosmology: theory'
 'large-scale structure of Universe']"
github.com/elisabethadams/des-class-populations,des-class-populations,0,0,0,[],0.0,0.0,[]
github.com/elisehampton/lzcomp,lzcomp,1,18,1,['arXiv:1708.02683'],12,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena' 'galaxies: ISM'
 'galaxies: Seyfert' 'galaxies: abundances' 'galaxies: active'
 'galaxies: jets' 'surveys']"
github.com/elizakempton/exo_transmit,exo_transmit,2,11,2,"['arXiv:1611.03871', 'arXiv:1902.04086']",35,1,['Astrophysics - Earth and Planetary Astrophysics']
github.com/elnjensen/tapir,tapir,2,39,2,"['arXiv:1903.11078', 'arXiv:1211.1031']",27,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'planetary systems' 'planets and satellites: detection']"
github.com/emilieparent/ffago,ffago,1,34,1,['arXiv:1805.08247'],4,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'methods: data analysis' 'pulsars: general']"
github.com/enricocorsaro/diamonds,diamonds,5,151,4,"['arXiv:1711.06046', 'arXiv:1903.00497', 'arXiv:1903.09409', 'arXiv:1902.02657', 'arXiv:1901.01643']",5,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Physics'
 'open clusters and associations: general'
 'open clusters and associations: individual: NGC 6791'
 'stars: oscillations']"
github.com/ericagol/ttvfaster,ttvfaster,4,66,4,"['arXiv:1703.01424', 'arXiv:1801.03874', 'arXiv:1512.02003', 'arXiv:1509.01623']",460,4,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Kepler-177' 'Kepler-26'
 'Kepler-29' 'Kepler-307' 'eclipses' 'planets and satellites: detection'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: fundamental parameters'
 'stars: individual: K2-138' 'stars: individual: Kepler-60'
 'techniques: photometric' 'techniques: spectroscopic']"
github.com/ericmandel/funtools,funtools,4,36,4,"['arXiv:1806.01848', 'arXiv:1608.03373', 'arXiv:1708.01500', 'arXiv:1807.10774']",17,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'ISM: individual objects: G292.0+1.8' 'ISM: kinematics and dynamics'
 'ISM: supernova remnants' 'X-rays: binaries' 'X-rays: galaxies: clusters'
 'X-rays: general' 'galaxies: active' 'galaxies: individual: NGC 4472'
 'galaxies: jets' 'galaxies: star clusters: individual: RZ 2109'
 'globular clusters: general' 'plasmas' 'quasars: individual: 4C+19.44'
 'radiation mechanisms: non-thermal' 'radio continuum: galaxies'
 'shock waves']"
github.com/ernewton/nirew,nirew,2,29,2,"['arXiv:1608.04760', 'arXiv:1701.00586']",54,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'eclipses'
 'planetary systems' 'planets and satellites: fundamental parameters'
 'stars: fundamental parameters' 'stars: individual: K2-95'
 'stars: late-type' 'stars: low-mass' 'techniques: photometric'
 'techniques: spectroscopic']"
github.com/ernewton/rogui,rogui,1,5,1,['arXiv:1807.09365'],8,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'GJ 1286' 'Wolf 359'
 'stars: individual: Proxima Centauri' 'stars: low-mass' 'stars: rotation']"
github.com/ernewton/tellrv,tellrv,2,13,2,"['arXiv:1808.07068', 'arXiv:1701.00586']",38,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'open clusters and associations: general' 'planetary systems'
 'planets and satellites: formation'
 'planets and satellites: fundamental parameters'
 'stars: fundamental parameters' 'stars: late-type' 'stars: low-mass'
 'techniques: spectroscopic']"
github.com/esheldon/fitsio,fitsio,4,225,4,"['arXiv:1810.02721', 'arXiv:1801.03181', 'arXiv:1801.03097', 'arXiv:1708.01531']",202,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: halo'
 'Galaxy: structure' 'Local Group' 'astronomical databases: miscellaneous'
 'catalogs' 'cosmology: observations' 'surveys'
 'techniques: image processing' 'techniques: photometric']"
github.com/esheldon/kmeans_radec,kmeans_radec,8,239,7,"['arXiv:1507.05598', 'arXiv:1708.01537', 'arXiv:1812.04004', 'arXiv:1812.05116', 'arXiv:1811.02518', 'arXiv:1810.02212', 'arXiv:1708.01538', 'arXiv:1710.05045']",275,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: clusters: general' 'galaxies: evolution']"
github.com/esheldon/ngmix,ngmix,11,1414,11,"['arXiv:1801.03097', 'arXiv:1901.08586', 'arXiv:1708.01531', 'arXiv:1507.05598', 'arXiv:1710.02517', 'arXiv:1702.02601', 'arXiv:1903.10806', 'arXiv:1901.01540', 'arXiv:1810.02499', 'arXiv:1801.03181']",371,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: halo'
 'Galaxy: structure' 'General Relativity and Quantum Cosmology'
 'High Energy Physics - Phenomenology' 'Local Group'
 'astronomical databases: miscellaneous' 'catalogs'
 'cosmology: observations' 'gravitational lensing: weak'
 'methods: observational' 'surveys' 'techniques: image processing'
 'techniques: photometric']"
github.com/esheldon/psfex,psfex,1,90,1,['arXiv:1708.01531'],78,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'catalogs'
 'cosmology: observations' 'surveys' 'techniques: image processing'
 'techniques: photometric']"
github.com/espaceepfl/cassisgeometry,cassisgeometry,1,8,1,['arXiv:1707.00606'],2,1,"['Astrophysics - Instrumentation and Methods for Astrophysics' 'CaSSIS'
 'Computer Science - Computer Vision and Pattern Recognition'
 'Geometric calibration' 'Off-axis' 'Optical distortion'
 'Rational distortion model' 'Star field' 'TGO' 'Telescope']"
github.com/esplint/iracpm,iracpm,1,2,1,['arXiv:1511.06403'],7,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'astrometry' 'brown dwarfs' 'open clusters and associations: general']"
github.com/eteq/piscdwarfs_hst,piscdwarfs_hst,1,6,1,['arXiv:1607.03487'],7,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'Local Group'
 'galaxies: distances and redshifts' 'galaxies: dwarf'
 'methods: statistical']"
github.com/eteq/rgbmcmr,rgbmcmr,1,6,1,['arXiv:1607.03487'],7,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'Local Group'
 'galaxies: distances and redshifts' 'galaxies: dwarf'
 'methods: statistical']"
github.com/exoclime/helios,helios,3,23,2,"['arXiv:1606.05474', 'arXiv:1903.06794', 'arXiv:1710.02427']",23,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Physics - Atmospheric and Oceanic Physics' 'methods: numerical'
 'opacity' 'planets and satellites: atmospheres'
 'planets and satellites: individual: WASP-49b' 'radiative transfer'
 'scattering' 'techniques: spectroscopic']"
github.com/exoclime/vulcan,vulcan,3,9,3,"['arXiv:1607.00409', 'arXiv:1901.03764', 'arXiv:1603.05418']",48,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Physics - Atmospheric and Oceanic Physics' 'Physics - Chemical Physics'
 'methods: analytical' 'methods: numerical'
 'planets and satellites: atmospheres'
 'planets and satellites: composition']"
github.com/exoctk/chimera,chimera,2,6,2,"['arXiv:1811.11761', 'arXiv:1811.01681']",4,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'methods: data analysis' 'planets and satellites: atmospheres'
 'techniques: spectroscopic']"
github.com/exoplanetvetting/dave,dave,1,10,1,['arXiv:1901.07459'],1,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'planets and satellites: general' 'techniques: photometric']"
github.com/exosports/bart,bart,8,22,3,"['arXiv:1505.06392', 'arXiv:1803.06678', 'arXiv:1604.01320', 'arXiv:1604.02692']",36,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'astrochemistry' 'methods: numerical' 'molecular processes'
 'planets and satellites: atmospheres'
 'planets and satellites: composition'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: HD 189733b']"
github.com/exosports/transit,transit,7,22,4,"['arXiv:1803.06678', 'arXiv:1901.02562', 'arXiv:1604.01320', 'arXiv:1604.02692']",17,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'methods: numerical' 'planets and satellites: atmospheres'
 'planets and satellites: composition'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: HD 189733b']"
github.com/farr/aldebaran,aldebaran,1,12,1,['arXiv:1802.09812'],3,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'methods: data analysis'
 'methods: statistical' 'planets and satellites: individual: Aldebaran b'
 'stars: individual: Aldebaran'
 'stars: oscillations: including pulsations'
 'techniques: radial velocities']"
github.com/farr/rings,rings,2,6,2,"['arXiv:1804.05065', 'arXiv:1901.05006']",9,1,"['Astrophysics - Earth and Planetary Astrophysics' 'celestial mechanics'
 'planet-star interactions'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: formation']"
github.com/farr/skyarea,skyarea,3,34,3,"['arXiv:1605.04242', 'arXiv:1508.05336', 'arXiv:1801.08009']",66,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'General Relativity and Quantum Cosmology' 'catalogs'
 'galaxies: distances and redshifts' 'gamma-ray burst: general'
 'gravitational waves' 'methods: data analysis' 'methods: statistical'
 'stars: neutron' 'surveys']"
